	Kingdom	Phylum	Class	Order	Family	Genus
sq683	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq684	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	Marine_Group_III_unclassified	Marine_Group_III_unclassified
sq685	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq686	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq687	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus
sq688	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq689	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	ML602J-51
sq690	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq691	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq692	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified
sq693	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_unclassified	OM182_clade_unclassified
sq694	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
sq695	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq696	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq697	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536_unclassified	Ga0077536_unclassified
sq698	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq699	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq700	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq701	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq702	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq703	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
sq704	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq705	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq706	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq707	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_unclassified
sq708	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq709	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq710	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq711	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
sq712	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq713	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq714	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq715	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
sq716	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_unclassified
sq717	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq718	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq719	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)_unclassified	SAR324_clade(Marine_group_B)_unclassified
sq720	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq721	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_unclassified	SAR11_clade_unclassified
sq722	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
sq723	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq724	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	Marine_Group_II_unclassified	Marine_Group_II_unclassified
sq725	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq726	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq727	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq728	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq729	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq730	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq731	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Kangiellaceae_unclassified
sq732	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq733	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq734	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq735	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq736	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq737	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq738	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
sq739	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq740	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq741	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
sq742	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq743	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq744	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq745	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_unclassified	SAR11_clade_unclassified
sq746	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27
sq747	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
sq748	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq749	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_unclassified	HOC36_unclassified
sq750	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq751	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq752	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq753	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	Arctic97B-4_marine_group_unclassified	Arctic97B-4_marine_group_unclassified
sq754	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia
sq755	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq756	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq757	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_unclassified
sq758	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq759	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq760	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
sq761	Bacteria	Lentisphaerae	Oligosphaeria	P.palmC41	P.palmC41_unclassified	P.palmC41_unclassified
sq762	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq763	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq764	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group_unclassified
sq765	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq766	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq767	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
sq768	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq769	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq770	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19_unclassified
sq771	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified
sq772	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq773	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq774	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
sq775	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq776	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq777	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	Marine_Group_III_unclassified	Marine_Group_III_unclassified
sq778	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
sq779	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq780	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
sq781	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq782	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified
sq783	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa
sq784	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	Marine_Group_II_unclassified	Marine_Group_II_unclassified
sq785	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
sq786	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_unclassified
sq787	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq788	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq789	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq790	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902
sq791	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_III	SAR11_Clade_III_unclassified
sq792	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
sq793	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq794	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
sq795	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella
sq796	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
sq797	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq798	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	Arctic97B-4_marine_group_unclassified	Arctic97B-4_marine_group_unclassified
sq799	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq800	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq801	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq802	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_unclassified
sq803	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq804	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq805	Bacteria	Acidobacteria	Subgroup_6	Subgroup_6_unclassified	Subgroup_6_unclassified	Subgroup_6_unclassified
sq806	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_unclassified
sq807	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq808	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq809	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_unclassified
sq810	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_unclassified	Rickettsiales_unclassified
sq811	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq812	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
sq813	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq814	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq815	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified
sq816	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq817	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_unclassified
sq818	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_unclassified
sq819	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq820	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina
sq821	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq822	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq823	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq824	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
sq825	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq826	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq827	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_unclassified	Rickettsiales_unclassified
sq828	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_unclassified	HOC36_unclassified
sq829	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
sq830	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq831	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_unclassified
sq832	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq833	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
sq834	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq835	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq836	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_unclassified	SAR11_clade_unclassified
sq837	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_unclassified	SAR11_clade_unclassified
sq838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_unclassified
sq839	Bacteria	AncK6	AncK6_unclassified	AncK6_unclassified	AncK6_unclassified	AncK6_unclassified
sq840	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq841	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq842	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_unclassified	SAR11_clade_unclassified
sq843	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_unclassified	SAR11_clade_unclassified
sq844	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_IV	SAR11_Clade_IV_unclassified
sq845	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq846	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq847	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq848	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	Arctic97B-4_marine_group_unclassified	Arctic97B-4_marine_group_unclassified
sq849	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae_unclassified
sq850	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
sq851	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq852	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
sq853	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_unclassified
sq854	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
sq856	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified
sq857	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_unclassified
sq858	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq859	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-j_unclassified	NB1-j_unclassified
sq860	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq861	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq862	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq863	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_III	SAR11_Clade_III_unclassified
sq864	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq865	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq866	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq867	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq868	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
sq869	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq870	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
sq871	Bacteria	PAUC34f	PAUC34f_unclassified	PAUC34f_unclassified	PAUC34f_unclassified	PAUC34f_unclassified
sq872	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	AEGEAN-169_marine_group_unclassified
sq873	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq874	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq875	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq876	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq877	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq878	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq879	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
